,y
0,73.0
1,75.0
2,77.0
3,75.66666666666667
4,74.33333333333333
5,73.0
6,68.53333333333333
7,64.06666666666666
8,59.6
9,55.13333333333333
10,50.666666666666664
11,46.2
12,41.733333333333334
13,37.266666666666666
14,32.8
15,28.33333333333333
16,23.866666666666667
17,19.4
18,14.93333333333333
19,10.466666666666669
20,6.0
21,32.57142857142857
22,59.142857142857146
23,85.71428571428572
24,99.0
25,99.0
26,99.0
27,99.0
28,98.85714285714286
29,98.71428571428571
30,98.57142857142857
31,98.5
32,98.5
33,98.5
34,98.5
35,98.5
36,98.45
37,98.35
38,98.25
39,98.15
40,98.05
41,98.0
42,98.0
43,98.0
44,98.0
45,98.0
46,98.0
47,98.0
48,98.0
49,98.0
50,98.0
51,97.9375
52,97.8125
53,97.6875
54,97.5625
55,97.5
56,97.5
57,97.5
58,97.5
59,97.4375
60,97.3125
61,97.1875
62,97.0625
63,97.0
64,97.0
65,97.0
66,97.0
67,97.0
68,97.0
69,96.9090909090909
70,96.81818181818181
71,96.72727272727273
72,96.63636363636364
73,96.54545454545455
74,96.45833333333333
75,96.375
76,96.29166666666667
77,96.20833333333333
78,96.125
79,96.04166666666667
80,96.0
81,96.0
82,96.0
83,96.0
84,96.0
85,95.85714285714286
86,95.71428571428571
87,95.57142857142857
88,95.45
89,95.35
90,95.25
91,95.15
92,95.05
93,95.0
94,95.0
95,95.0
96,95.0
97,94.66666666666667
98,94.4375
99,94.3125
100,94.1875
101,94.0625
102,93.9375
103,93.8125
104,93.6875
105,93.5625
106,93.4
107,93.2
108,93.0
109,92.75
110,92.5
111,92.0
112,72.0
113,92.0
114,91.5
115,91.0
116,90.66666666666667
117,90.33333333333333
118,90.0
119,89.66666666666667
120,89.33333333333333
121,89.0
122,88.6
123,88.2
124,87.83333333333333
125,87.5
126,87.16666666666667
127,86.8
128,86.4
129,86.0
130,85.6
131,85.2
132,84.8
133,84.4
134,84.0
135,83.6
136,83.2
137,82.75
138,82.25
139,81.75
140,81.25
141,80.83333333333333
142,80.5
143,80.0
144,79.5
145,79.0
146,78.5
147,78.0
148,77.5
149,77.0
150,76.5
151,76.0
152,75.5
153,75.0
154,74.0
155,73.5
156,73.0
157,72.5
158,72.0
159,71.0
160,70.5
161,70.0
162,69.5
163,68.5
164,68.0
165,67.5
166,66.5
167,65.5
168,65.0
169,64.5
170,63.5
171,62.5
172,61.5
173,60.5
174,59.5
175,58.5
176,58.0
177,57.0
178,56.0
179,55.0
180,53.5
181,52.5
182,51.0
183,50.0
184,49.0
185,47.0
186,46.0
187,44.5
188,43.0
189,41.5
190,39.5
191,37.5
192,35.5
193,33.0
194,31.0
195,29.0
196,28.0
197,27.666666666666668
198,27.333333333333332
199,27.0
200,27.125
201,27.25
202,27.375
203,27.5
204,27.625
205,27.75
206,27.875
207,28.0
208,28.125
209,28.25
210,28.375
211,28.5
212,28.61111111111111
213,28.72222222222222
214,28.833333333333332
215,28.944444444444443
216,29.0
217,29.0
218,29.0
219,29.0
220,29.071428571428573
221,29.214285714285715
222,29.357142857142858
223,29.5
224,29.59090909090909
225,29.681818181818183
226,29.772727272727273
227,29.863636363636363
228,29.954545454545453
229,30.0
230,30.0
231,30.0
232,30.0
233,30.0
234,30.05
235,30.15
236,30.25
237,30.35
238,30.45
239,30.541666666666668
240,30.625
241,30.708333333333332
242,30.791666666666668
243,30.875
244,30.958333333333332
245,31.0
246,31.0
247,31.0
248,31.0
249,31.0
250,31.0
251,31.041666666666668
252,31.125
253,31.208333333333332
254,31.291666666666668
255,31.375
256,31.458333333333332
257,31.5
258,31.5
259,31.5
260,31.5
261,31.5
262,31.61111111111111
263,31.72222222222222
264,31.833333333333332
265,31.944444444444443
266,32.0
267,32.0
268,32.0
269,32.0
270,32.0
271,32.0
272,32.0
273,32.0
274,32.0
275,32.0
276,32.0
277,32.0
278,32.142857142857146
279,32.285714285714285
280,32.42857142857143
281,32.666666666666664
282,33.0
283,34.0
284,32.33333333333333
285,38.0
286,40.0
287,42.5
288,44.5
289,46.5
290,48.0
291,49.5
292,51.0
293,53.0
294,54.0
295,55.0
296,57.0
297,58.0
298,59.0
299,60.0
300,61.5
301,62.5
302,63.5
303,64.5
304,65.5
305,66.5
306,67.5
307,68.0
308,68.5
309,69.5
310,70.5
311,71.5
312,72.0
313,72.5
314,73.5
315,74.5
316,75.0
317,75.5
318,76.0
319,77.0
320,77.5
321,78.0
322,78.5
323,79.0
324,80.0
325,80.5
326,81.0
327,81.5
328,82.0
329,82.5
330,83.0
331,83.66666666666667
332,84.25
333,84.75
334,85.25
335,85.75
336,86.16666666666667
337,86.5
338,87.0
339,87.5
340,88.0
341,88.5
342,88.83333333333333
343,89.25
344,89.75
345,90.16666666666667
346,90.5
347,90.83333333333333
348,91.25
349,91.75
350,92.16666666666667
351,92.5
352,92.83333333333333
353,93.2
354,93.6
355,94.0
356,94.33333333333333
357,94.66666666666667
358,95.0
359,95.33333333333333
360,95.66666666666667
361,96.0
362,96.33333333333333
363,96.66666666666667
364,97.0
365,97.5
366,98.0
367,75.0
368,98.0
369,98.66666666666667
