,y
0,63.5
1,78.0
2,69.0
3,72.0
4,57.0
5,63.5
6,59.666666666666664
7,55.833333333333336
8,52.0
9,48.166666666666664
10,44.33333333333333
11,40.5
12,36.666666666666664
13,32.83333333333333
14,29.0
15,25.166666666666664
16,21.33333333333333
17,17.5
18,13.666666666666664
19,9.833333333333329
20,6.0
21,44.5
22,44.3
23,44.1
24,43.9
25,43.7
26,43.5
27,43.3
28,43.1
29,42.9
30,42.7
31,42.5
32,42.333333333333336
33,42.166666666666664
34,42.0
35,41.833333333333336
36,41.666666666666664
37,41.5
38,41.3
39,41.1
40,40.9
41,40.7
42,40.5
43,40.3
44,40.1
45,39.9
46,39.7
47,39.5
48,39.3
49,39.1
50,38.9
51,38.7
52,38.5
53,38.3
54,38.1
55,37.9
56,37.7
57,37.5
58,37.3
59,37.1
60,36.9
61,36.7
62,36.5
63,36.3
64,36.1
65,35.9
66,35.7
67,35.5
68,35.3
69,35.1
70,34.9
71,34.7
72,34.5
73,34.3
74,34.1
75,33.9
76,33.7
77,33.5
78,33.3
79,33.1
80,32.9
81,32.7
82,32.5
83,32.3
84,32.1
85,31.875
86,31.625
87,31.375
88,31.125
89,30.9
90,30.7
91,30.5
92,30.3
93,30.1
94,29.9
95,29.7
96,29.5
97,29.25
98,29.0
99,28.75
100,28.5
101,28.3
102,28.1
103,27.9
104,27.7
105,27.5
106,27.166666666666668
107,25.333333333333332
108,22.0
109,26.5
110,26.833333333333332
111,25.75
112,23.25
113,25.15
114,27.05
115,28.125
116,28.375
117,28.625
118,28.875
119,29.125
120,29.375
121,29.625
122,29.875
123,30.142857142857142
124,30.428571428571427
125,30.714285714285715
126,31.0
127,31.25
128,31.5
129,31.75
130,32.0
131,32.25
132,32.5
133,32.75
134,33.0
135,33.285714285714285
136,33.57142857142857
137,33.857142857142854
138,34.125
139,34.375
140,34.625
141,34.875
142,35.125
143,35.375
144,35.625
145,35.875
146,36.142857142857146
147,36.42857142857143
148,36.714285714285715
149,37.0
150,37.25
151,37.5
152,37.75
153,38.0
154,38.25
155,38.5
156,38.75
157,39.0
158,39.285714285714285
159,39.57142857142857
160,39.857142857142854
161,40.125
162,40.375
163,40.625
164,40.875
165,41.142857142857146
166,41.42857142857143
167,41.714285714285715
168,42.0
169,42.25
170,42.5
171,42.75
172,43.0
173,43.25
174,43.5
175,43.75
176,44.0
177,44.285714285714285
178,44.57142857142857
179,44.857142857142854
180,45.125
181,45.375
182,45.625
183,45.875
184,46.125
185,46.375
186,46.625
187,46.875
188,47.142857142857146
189,47.42857142857143
190,47.714285714285715
191,48.0
192,48.25
193,48.5
194,49.0
195,39.5
196,49.5
197,50.0
198,41.400000000000006
199,43.599999999999994
200,52.0
201,52.5
202,53.0
203,54.0
204,54.5
205,55.0
206,55.5
207,56.5
208,57.0
209,57.5
210,58.0
211,59.0
212,59.5
213,60.0
214,60.5
215,61.0
216,62.0
217,62.5
218,63.0
219,63.5
220,64.0
221,65.0
222,65.5
223,66.0
224,66.5
225,67.0
226,67.5
227,68.5
228,69.0
229,69.5
230,70.0
231,70.5
232,71.0
233,72.0
234,72.5
235,73.0
236,73.5
237,74.0
238,74.5
239,75.0
240,76.0
241,76.5
242,77.0
243,77.5
244,78.0
245,78.5
246,79.0
247,79.5
248,80.0
249,81.0
250,81.5
251,82.0
252,82.5
253,83.0
254,83.5
255,84.0
256,84.5
257,85.0
258,85.66666666666667
259,86.33333333333333
260,87.0
261,87.5
262,88.0
263,88.5
264,89.0
265,89.5
266,90.0
267,90.5
268,91.0
269,91.5
270,92.0
271,92.66666666666667
272,93.25
273,93.75
274,94.33333333333333
275,95.0
276,95.5
277,96.0
278,96.5
279,97.0
280,97.5
281,75.25
282,98.5
283,80.0
284,62.4
285,97.5
286,96.5
287,96.0
288,95.5
289,95.0
290,94.0
291,93.5
292,93.0
293,92.5
294,91.5
295,91.0
296,90.5
297,90.0
298,89.0
299,88.5
300,88.0
301,87.5
302,86.5
303,86.0
304,85.5
305,85.0
306,84.0
307,83.5
308,83.0
309,82.5
310,81.5
311,81.0
312,80.5
313,79.5
314,79.0
315,78.5
316,78.0
317,77.0
318,76.5
319,76.0
320,75.5
321,74.5
322,74.0
323,73.5
324,73.0
325,72.0
326,71.5
327,71.0
328,70.5
329,69.5
330,69.0
331,68.5
332,68.0
333,67.0
334,66.5
335,66.0
336,65.5
337,64.5
338,64.0
339,63.5
340,62.5
341,62.0
342,61.5
343,61.0
344,60.0
345,59.5
346,59.0
347,58.5
348,57.5
349,57.0
350,56.5
351,56.0
352,55.0
353,54.5
354,54.0
355,53.5
356,52.5
357,52.0
358,51.5
359,51.0
360,50.0
361,49.5
362,49.0
363,48.5
364,47.5
365,47.0
366,46.5
367,37.599999999999994
368,45.0
369,44.5
370,44.166666666666664
