,y
0,53.5
1,49.75
2,46.0
3,50.0
4,50.75
5,51.5
6,48.46666666666667
7,45.43333333333334
8,42.4
9,39.36666666666667
10,36.333333333333336
11,33.3
12,30.266666666666666
13,27.233333333333334
14,24.200000000000003
15,21.166666666666668
16,18.133333333333333
17,15.100000000000001
18,12.06666666666667
19,9.033333333333331
20,6.0
21,44.5
22,45.0
23,44.0
24,43.5
25,43.0
26,42.5
27,42.0
28,41.5
29,41.0
30,40.5
31,40.166666666666664
32,39.75
33,39.25
34,38.8
35,38.4
36,38.0
37,37.666666666666664
38,37.333333333333336
39,37.0
40,36.714285714285715
41,36.42857142857143
42,36.142857142857146
43,35.857142857142854
44,35.57142857142857
45,35.285714285714285
46,35.0
47,34.75
48,34.5
49,34.25
50,34.0
51,33.75
52,33.5
53,33.3
54,33.1
55,32.9
56,32.7
57,32.5
58,32.333333333333336
59,32.166666666666664
60,32.0
61,31.833333333333332
62,31.666666666666668
63,31.5
64,31.333333333333332
65,31.166666666666668
66,31.0
67,30.857142857142858
68,30.714285714285715
69,30.571428571428573
70,30.428571428571427
71,30.285714285714285
72,30.142857142857142
73,30.0
74,29.857142857142858
75,29.714285714285715
76,29.571428571428573
77,29.4375
78,29.3125
79,29.1875
80,29.0625
81,29.0
82,29.0
83,29.0
84,29.0
85,28.75
86,28.5
87,28.38888888888889
88,28.27777777777778
89,28.166666666666668
90,28.055555555555557
91,28.0
92,28.0
93,28.0
94,28.0
95,27.8
96,27.6
97,27.45
98,27.35
99,27.25
100,27.15
101,27.05
102,27.0
103,27.0
104,27.0
105,27.0
106,26.833333333333332
107,26.5
108,20.0
109,26.5
110,26.833333333333332
111,25.75
112,23.25
113,27.0
114,27.5
115,27.7
116,27.9
117,28.125
118,28.375
119,28.625
120,28.875
121,29.1
122,29.3
123,29.5
124,29.7
125,29.9
126,30.1
127,30.3
128,30.5
129,30.7
130,30.9
131,31.1
132,31.3
133,31.5
134,31.7
135,31.9
136,32.1
137,32.3
138,32.5
139,32.7
140,32.9
141,33.125
142,33.375
143,33.625
144,33.875
145,34.1
146,34.3
147,34.5
148,34.7
149,34.9
150,35.1
151,35.3
152,35.5
153,35.7
154,35.9
155,36.1
156,36.3
157,36.5
158,36.7
159,36.9
160,37.1
161,37.3
162,37.5
163,37.7
164,37.9
165,38.125
166,38.375
167,38.625
168,38.875
169,39.1
170,39.3
171,39.5
172,39.7
173,39.9
174,40.1
175,40.3
176,40.5
177,40.7
178,40.9
179,41.1
180,41.3
181,41.5
182,41.7
183,41.9
184,42.1
185,42.3
186,42.5
187,42.7
188,42.9
189,43.125
190,43.375
191,43.625
192,43.875
193,41.86666666666667
194,37.599999999999994
195,33.33333333333333
196,41.11111111111111
197,41.666666666666664
198,35.0
199,45.0
200,45.5
201,45.7
202,45.9
203,46.125
204,46.375
205,46.625
206,46.875
207,47.142857142857146
208,47.42857142857143
209,47.714285714285715
210,48.0
211,48.25
212,48.5
213,48.75
214,49.0
215,49.333333333333336
216,49.666666666666664
217,50.0
218,50.25
219,50.5
220,50.75
221,51.0
222,51.333333333333336
223,51.666666666666664
224,52.0
225,52.4
226,52.8
227,53.166666666666664
228,53.5
229,53.833333333333336
230,54.25
231,54.75
232,55.166666666666664
233,55.5
234,55.833333333333336
235,56.25
236,56.75
237,57.25
238,57.75
239,58.166666666666664
240,58.5
241,59.0
242,59.5
243,60.0
244,60.5
245,61.0
246,61.5
247,62.0
248,63.0
249,63.5
250,64.0
251,64.5
252,65.0
253,66.0
254,66.5
255,67.5
256,68.0
257,68.5
258,69.5
259,70.5
260,71.0
261,71.5
262,72.5
263,73.5
264,74.5
265,75.5
266,76.5
267,77.5
268,78.5
269,79.5
270,80.5
271,81.5
272,83.0
273,84.0
274,85.0
275,87.0
276,88.0
277,89.5
278,91.0
279,92.5
280,94.5
281,82.85714285714286
282,97.5
283,80.0
284,62.4
285,97.5
286,97.0
287,96.0
288,95.5
289,95.0
290,94.5
291,93.5
292,93.0
293,92.5
294,92.0
295,91.0
296,90.5
297,90.0
298,89.5
299,88.5
300,88.0
301,87.5
302,87.0
303,86.0
304,85.5
305,85.0
306,84.5
307,83.5
308,83.0
309,82.5
310,82.0
311,81.0
312,80.5
313,80.0
314,79.5
315,78.5
316,78.0
317,77.5
318,77.0
319,76.0
320,75.5
321,75.0
322,74.5
323,73.5
324,73.0
325,72.5
326,72.0
327,71.0
328,70.5
329,70.0
330,69.5
331,68.5
332,68.0
333,67.5
334,67.0
335,66.0
336,65.5
337,65.0
338,64.5
339,63.5
340,63.0
341,62.5
342,62.0
343,61.0
344,60.5
345,60.0
346,59.5
347,58.5
348,58.0
349,57.5
350,57.0
351,56.0
352,55.5
353,55.0
354,54.5
355,53.5
356,53.0
357,52.5
358,52.0
359,51.0
360,50.5
361,50.0
362,49.5
363,48.5
364,48.0
365,47.5
366,47.0
367,36.0
368,45.5
369,45.25
